,Player,CurrentSalary,UpcomingSalary,Age,Tm,G,MP,3PA,3P%,TRB,BLK,STL,AST,TOV,PTS,PER,TS%,OWS,DWS,WS,OBPM,DBPM,BPM,VORP
221,Danuel House,3540000,3717000,26,HOU,58,30.0,5.4,0.363,4.2,0.6,1.1,1.3,0.8,10.2,11.4,0.5710000000000001,1.9,1.6,3.5,-0.6,0.1,-0.5,0.7
222,Domantas Sabonis,3529555,17187500,23,IND,62,34.8,1.1,0.254,12.4,0.5,0.8,5.0,2.7,18.5,20.7,0.586,4.2,3.3,7.6,2.1,1.1,3.2,2.9
223,Boban MarjanoviÃ„â€¡,3500000,3500000,31,DAL,37,9.1,0.4,0.267,4.1,0.2,0.2,0.4,0.7,6.3,24.5,0.599,0.8,0.5,1.3,1.7,-1.7,0.0,0.2
224,T.J. McConnell,3500000,3500000,27,IND,63,18.9,0.2,0.33299999999999996,2.6,0.2,0.7,5.0,1.4,6.5,16.2,0.541,1.6,1.4,2.9,0.1,0.2,0.3,0.7
225,Dario Ã…Â ariÃ„â€¡,3481986,0,25,PHO,58,24.8,3.7,0.341,5.9,0.3,0.6,1.9,1.2,10.1,13.3,0.5720000000000001,1.5,1.2,2.7,-0.5,-0.4,-0.9,0.4
226,Romeo Langford,3458400,3631200,20,BOS,27,11.0,0.9,0.217,1.2,0.2,0.3,0.2,0.3,2.6,6.0,0.465,-0.1,0.3,0.2,-4.5,-0.1,-4.6,-0.2
227,Bam Adebayo,3454080,5115492,22,MIA,65,34.4,0.2,0.077,10.5,1.3,1.2,5.1,2.8,16.2,20.6,0.606,4.6,3.6,8.1,1.6,2.1,3.6,3.2
228,Kyle Korver,3440000,0,38,MIL,50,16.7,4.1,0.415,2.1,0.2,0.4,1.2,0.8,6.7,11.2,0.613,0.8,1.4,2.2,-0.5,0.7,0.2,0.5
229,Denzel Valentine,3377569,0,26,CHI,36,13.6,3.8,0.336,2.1,0.2,0.7,1.2,0.7,6.8,13.0,0.511,-0.1,0.6,0.5,-0.7,0.2,-0.5,0.2
230,Juan HernangÃƒÂ³mez,3321030,0,24,TOT,48,17.4,2.7,0.341,4.1,0.2,0.4,0.8,0.7,6.0,10.4,0.518,0.2,0.7,1.0,-2.2,-1.1,-3.3,-0.3
231,Sekou Doumbouya,3285120,3449400,19,DET,38,19.8,2.6,0.28600000000000003,3.1,0.2,0.5,0.5,0.9,6.4,6.2,0.474,-0.8,0.5,-0.3,-5.2,-1.5,-6.7,-0.9
232,Justin Jackson,3280920,5029650,24,DAL,58,16.0,2.6,0.298,2.4,0.2,0.2,0.8,0.2,5.7,10.0,0.498,0.7,0.6,1.3,-1.7,-1.2,-2.9,-0.2
233,Yogi Ferrell,3150000,0,26,SAC,44,11.0,1.6,0.275,1.1,0.1,0.3,1.3,0.6,4.2,10.7,0.499,0.1,0.3,0.4,-2.1,-0.4,-2.5,-0.1
234,Zhaire Smith,3058800,3204600,20,PHI,7,4.6,0.4,0.0,0.3,0.0,0.4,0.3,0.3,1.1,1.1,0.313,-0.1,0.1,-0.1,-10.8,0.8,-10.0,-0.1
235,Dwight Howard,3039097,0,34,LAL,62,19.2,0.1,0.6,7.4,1.2,0.4,0.7,1.2,7.5,18.7,0.696,2.6,2.4,5.0,-0.8,1.4,0.5,0.8
236,Khem Birch,3000000,3000000,27,ORL,40,19.4,0.0,0.0,4.5,0.5,0.4,0.9,0.6,3.8,10.1,0.529,0.7,0.8,1.5,-3.3,0.3,-3.0,-0.2
237,Ryan Arcidiacono,3000000,3000000,25,CHI,58,16.0,2.4,0.391,1.9,0.1,0.5,1.7,0.6,4.5,9.0,0.551,0.7,0.7,1.4,-2.7,-0.1,-2.8,-0.2
238,Quinn Cook,3000000,3000000,26,LAL,38,10.8,1.7,0.379,1.1,0.0,0.3,1.1,0.7,4.8,10.5,0.517,-0.1,0.4,0.4,-2.3,-1.0,-3.3,-0.1
239,Nickeil Alexander-Walker,2964840,3113160,21,NOP,41,12.2,2.9,0.342,2.0,0.2,0.3,1.8,1.0,5.1,7.6,0.441,-0.7,0.4,-0.4,-3.5,-1.4,-4.9,-0.4
240,D.J. Wilson,2961120,4548280,23,MIL,31,9.0,1.8,0.255,2.2,0.2,0.1,0.7,0.5,3.2,8.4,0.47600000000000003,-0.2,0.5,0.3,-3.9,0.3,-3.6,-0.1
241,Cedi Osman,2907143,8750000,24,CLE,65,29.4,4.9,0.38299999999999995,3.6,0.2,0.8,2.4,1.4,11.0,10.7,0.552,1.1,0.5,1.6,-1.6,-0.9,-2.6,-0.3
242,Donte DiVincenzo,2905800,3044160,23,MIL,59,23.1,3.7,0.344,4.9,0.3,1.4,2.3,1.2,9.4,15.0,0.57,1.4,3.1,4.5,-0.6,2.7,2.1,1.4
243,Bryn Forbes,2875000,0,26,SAS,63,25.1,6.0,0.38799999999999996,2.0,0.0,0.5,1.7,0.9,11.2,11.2,0.57,1.2,0.2,1.5,-0.6,-2.1,-2.7,-0.3
244,Goga Bitadze,2816760,2957520,20,IND,49,8.4,0.7,0.16699999999999998,2.0,0.7,0.1,0.4,0.5,3.1,12.2,0.53,-0.1,0.7,0.6,-4.0,1.5,-2.5,0.0
245,T.J. Leaf,2813280,4326825,22,IND,25,7.7,0.6,0.35700000000000004,2.6,0.1,0.3,0.2,0.3,2.9,13.8,0.485,0.0,0.3,0.4,-1.4,-0.1,-1.5,0.0
246,Lonnie Walker,2760480,2892000,21,SAS,53,14.5,1.3,0.408,2.2,0.2,0.5,0.9,0.6,5.6,11.0,0.515,0.0,0.5,0.5,-2.5,-0.7,-3.2,-0.2
247,Alex Caruso,2750000,2750000,25,LAL,58,17.8,1.8,0.355,1.9,0.3,1.0,1.8,0.8,5.4,11.0,0.5379999999999999,0.6,1.6,2.2,-2.4,2.4,0.1,0.5
248,Malik Beasley,2731714,0,23,TOT,55,22.0,5.0,0.38799999999999996,2.7,0.1,0.7,1.4,1.0,11.2,12.7,0.546,0.4,0.9,1.3,-0.7,-1.3,-2.0,0.0
249,Luka Ã…Â amaniÃ„â€¡,2689920,2824320,20,SAS,1,12.0,2.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,-3.4,0.0,-0.1,0.0,-0.1,-7.4,-4.5,-11.9,0.0
250,John Collins,2686560,4137302,22,ATL,41,33.2,3.6,0.401,10.1,1.6,0.8,1.5,1.8,21.6,23.5,0.659,3.8,1.1,4.9,3.7,-0.7,3.1,1.7
251,Kevin Huerter,2636280,2761920,21,ATL,56,31.4,6.0,0.38,4.1,0.5,0.9,3.8,1.6,12.2,11.5,0.536,1.0,0.6,1.6,-0.6,-0.9,-1.6,0.2
252,Caris LeVert,2625718,16203704,25,BRK,39,29.0,4.8,0.381,4.1,0.2,1.1,4.1,2.5,17.7,15.1,0.509,-0.1,1.2,1.2,0.1,-0.7,-0.6,0.4
253,Marko Guduric,2625000,2750000,24,MEM,42,11.3,1.9,0.309,1.7,0.2,0.3,1.1,0.9,4.0,8.8,0.515,-0.2,0.4,0.1,-2.6,-0.8,-3.4,-0.2
254,DeAndre' Bembry,2603982,0,25,ATL,43,21.3,1.5,0.231,3.5,0.4,1.3,1.9,1.4,5.8,9.6,0.5,-0.5,0.7,0.2,-3.5,1.0,-2.4,-0.1
255,Matisse Thybulle,2582160,2711280,22,PHI,57,19.5,2.5,0.35200000000000004,1.5,0.7,1.4,1.2,0.8,4.7,9.8,0.53,0.1,1.8,1.9,-3.0,3.1,0.1,0.6
256,Harry Giles,2578800,0,21,SAC,38,15.2,0.0,0.0,4.2,0.4,0.6,1.3,0.9,7.0,16.3,0.586,0.7,0.7,1.4,-2.2,1.1,-1.1,0.1
257,Jeff Green,2564753,0,33,TOT,40,18.9,3.5,0.348,2.8,0.4,0.5,0.8,0.9,8.4,12.8,0.575,0.6,0.8,1.4,-0.4,0.0,-0.5,0.3
258,Wesley Matthews,2564753,2692991,33,MIL,62,24.7,4.5,0.365,2.6,0.1,0.6,1.5,0.7,7.5,8.4,0.545,0.8,2.4,3.1,-2.5,0.8,-1.7,0.1
259,Udonis Haslem,2564753,0,39,MIA,3,7.0,0.7,0.0,2.7,0.0,0.0,0.3,0.0,1.7,3.0,0.322,0.0,0.0,0.0,-9.7,-3.0,-12.7,-0.1
260,Jared Dudley,2564753,0,34,LAL,40,7.8,0.9,0.47100000000000003,1.1,0.1,0.3,0.5,0.2,1.5,7.4,0.57,0.2,0.4,0.7,-2.7,2.0,-0.7,0.1
261,Rajon Rondo,2564753,2619605,33,LAL,48,20.5,2.6,0.32799999999999996,3.0,0.0,0.8,5.0,1.9,7.1,12.4,0.494,0.2,1.3,1.5,-1.1,0.0,-1.2,0.2
262,Thabo Sefolosha,2564753,0,35,HOU,41,10.6,1.3,0.278,2.3,0.3,0.6,0.6,0.4,2.2,9.5,0.48700000000000004,0.1,0.6,0.7,-2.7,1.6,-1.1,0.1
263,Tyson Chandler,2564753,0,37,HOU,26,8.4,0.0,0.0,2.5,0.3,0.2,0.2,0.3,1.3,10.8,0.7170000000000001,0.3,0.3,0.6,-2.5,1.1,-1.4,0.0
264,J.J. Barea,2564753,0,35,DAL,26,15.0,2.9,0.382,1.8,0.1,0.2,3.8,1.3,7.5,14.9,0.519,0.5,0.2,0.7,1.8,-2.7,-1.0,0.1
265,Wilson Chandler,2564753,0,32,BRK,35,21.0,3.5,0.306,4.1,0.3,0.5,1.1,1.0,5.9,7.4,0.531,-0.1,0.9,0.8,-3.9,1.0,-2.9,-0.2
266,Vince Carter,2564753,0,43,ATL,60,14.6,3.4,0.302,2.1,0.4,0.4,0.8,0.6,5.0,7.6,0.47,-0.6,0.4,-0.2,-3.1,-1.2,-4.3,-0.5
267,Josh Okogie,2530680,2651040,21,MIN,62,25.0,2.5,0.266,4.3,0.4,1.1,1.6,1.4,8.6,11.5,0.5529999999999999,1.0,1.2,2.2,-2.4,0.0,-2.4,-0.1
268,Vincent Poirier,2505793,2619207,26,BOS,21,5.4,0.1,0.5,1.6,0.3,0.1,0.3,0.3,1.9,12.8,0.54,0.1,0.2,0.3,-4.5,0.7,-3.8,-0.1
269,Rondae Hollis-Jefferson,2500000,0,25,TOR,52,19.2,0.3,0.11800000000000001,4.9,0.4,0.8,1.7,0.9,7.2,15.5,0.5329999999999999,1.4,1.8,3.2,-1.1,1.5,0.5,0.6
270,Brandon Clarke,2478840,2602920,23,MEM,50,21.7,1.0,0.40399999999999997,5.8,0.8,0.5,1.4,0.9,12.0,21.8,0.67,3.1,1.3,4.4,2.8,0.7,3.5,1.5
271,Terrance Ferguson,2475840,3944013,21,OKC,50,23.4,3.1,0.297,1.5,0.3,0.5,0.9,0.6,4.2,4.1,0.504,-0.1,0.8,0.7,-4.5,0.3,-4.1,-0.6
272,Grayson Allen,2429400,2545320,24,MEM,30,16.6,3.0,0.363,2.2,0.0,0.2,1.4,0.8,7.4,11.4,0.5770000000000001,0.5,0.3,0.7,-1.0,-1.5,-2.6,-0.1
273,Anthony Tolliver,2419852,0,34,TOT,47,15.6,2.6,0.322,2.8,0.2,0.3,0.7,0.6,3.5,6.6,0.49700000000000005,-0.1,0.4,0.3,-3.1,-0.7,-3.8,-0.3
274,Grant Williams,2379840,2498760,21,BOS,62,15.6,1.4,0.247,2.7,0.5,0.5,1.0,0.7,3.5,8.0,0.508,0.2,1.3,1.5,-4.0,1.4,-2.6,-0.1
275,Jarrett Allen,2376840,3909902,21,BRK,64,25.7,0.1,0.0,9.5,1.3,0.6,1.3,1.1,10.6,20.3,0.6579999999999999,4.3,2.8,7.1,1.0,1.1,2.1,1.7
276,Pascal Siakam,2351839,29000000,25,TOR,53,35.5,6.0,0.359,7.5,0.9,1.0,3.6,2.5,23.6,18.7,0.5589999999999999,2.0,3.2,5.2,1.7,0.5,2.2,2.0
277,Skal LabissiÃƒÂ¨re,2338847,0,23,POR,33,17.2,0.4,0.231,5.1,0.9,0.2,1.3,0.9,5.8,15.4,0.588,1.0,0.4,1.4,-1.5,0.3,-1.3,0.1
278,Chandler Hutchison,2332320,2443440,23,CHI,28,18.8,1.4,0.316,3.9,0.3,1.0,0.9,1.0,7.8,12.4,0.521,0.0,0.7,0.7,-2.7,0.1,-2.6,-0.1
279,Patrick Patterson,2331593,0,30,LAC,51,11.9,2.8,0.387,2.4,0.1,0.1,0.6,0.4,4.6,11.7,0.5760000000000001,0.9,0.6,1.5,0.9,-0.5,0.4,0.4
280,Dejounte Murray,2321735,14285714,23,SAS,58,24.9,1.6,0.37799999999999995,5.8,0.3,1.7,4.1,1.9,10.7,17.1,0.535,0.9,1.7,2.6,-0.5,1.5,1.0,1.1
281,Alec Burks,2320044,0,28,TOT,59,27.3,4.6,0.366,4.4,0.3,1.0,2.9,1.4,15.1,16.0,0.5489999999999999,1.9,1.1,2.9,0.6,-0.7,-0.2,0.7
282,Isaiah Thomas,2320044,0,30,WAS,40,23.1,4.7,0.413,1.7,0.2,0.3,3.7,1.9,12.2,11.6,0.531,0.2,-0.1,0.0,-0.5,-3.9,-4.4,-0.6
283,Damian Jones,2305057,0,24,ATL,55,16.1,0.2,0.222,3.7,0.7,0.5,0.6,0.5,5.6,15.5,0.7120000000000001,2.2,0.6,2.8,-1.6,0.1,-1.4,0.1
284,Darius Bazley,2284800,2399160,19,OKC,53,17.2,1.9,0.3,3.7,0.7,0.4,0.5,0.8,4.5,8.1,0.475,-0.8,1.2,0.4,-3.1,0.6,-2.5,-0.1
285,OG Anunoby,2281800,3872215,22,TOR,63,30.1,3.4,0.381,5.4,0.7,1.4,1.6,1.2,10.7,13.2,0.598,1.8,3.3,5.1,-0.9,1.8,0.9,1.4
286,Ante Ã…Â½iÃ…Â¾iÃ„â€¡,2281800,0,23,CLE,22,10.0,0.0,0.0,3.0,0.2,0.3,0.3,0.5,4.4,16.4,0.597,0.3,0.2,0.5,-1.7,-1.5,-3.2,-0.1
287,Markieff Morris,2241808,0,30,TOT,52,21.3,4.0,0.386,3.8,0.3,0.5,1.4,1.4,10.1,12.4,0.568,0.4,0.8,1.2,-1.2,-0.9,-2.1,0.0
288,Aaron Holiday,2239200,2345640,23,IND,58,23.6,3.5,0.39399999999999996,2.3,0.2,0.8,3.3,1.3,9.4,11.7,0.517,0.4,1.4,1.7,-1.4,-0.3,-1.7,0.1
289,Luke Kornet,2195122,2304878,24,CHI,36,15.5,3.0,0.287,2.3,0.7,0.3,0.9,0.4,6.0,12.7,0.539,0.5,0.5,1.1,-0.9,-0.2,-1.1,0.1
290,Ty Jerome,2193480,2303040,22,PHO,28,11.3,1.7,0.27699999999999997,1.5,0.1,0.5,1.5,0.6,3.5,8.1,0.43700000000000006,-0.3,0.3,0.0,-3.9,0.0,-3.8,-0.1
291,Willie Cauley-Stein,2177483,2286357,26,TOT,54,20.3,0.0,0.0,5.8,1.1,0.9,1.3,0.7,7.2,17.0,0.589,1.5,1.5,3.0,-1.2,1.7,0.5,0.7
292,Austin Rivers,2174318,2369663,27,HOU,60,23.4,3.9,0.358,2.4,0.2,0.7,1.6,0.6,8.5,10.3,0.5379999999999999,1.3,1.0,2.2,-1.9,-0.4,-2.3,-0.1
293,Carmelo Anthony,2159029,0,35,POR,50,32.5,3.9,0.371,6.3,0.5,0.8,1.6,1.7,15.3,12.2,0.517,0.1,0.9,1.0,-1.9,-1.8,-3.7,-0.7
294,Anfernee Simons,2149560,2252040,20,POR,65,21.5,3.4,0.33799999999999997,2.3,0.2,0.4,1.5,0.9,8.8,9.3,0.506,0.1,0.2,0.3,-2.5,-1.8,-4.4,-0.8
295,Nassir Little,2105520,2210640,19,POR,48,11.9,1.2,0.237,2.3,0.3,0.3,0.5,0.3,3.6,9.7,0.505,0.3,0.3,0.6,-2.9,-0.6,-3.5,-0.2
296,Torrey Craig,2100000,0,29,DEN,50,17.4,2.2,0.33,3.1,0.6,0.4,0.7,0.4,5.0,10.4,0.5589999999999999,0.8,0.9,1.7,-2.4,0.1,-2.3,-0.1
297,Moritz Wagner,2063520,2161920,22,WAS,37,19.1,1.8,0.34299999999999997,5.2,0.5,0.6,1.3,1.5,9.5,16.6,0.6659999999999999,1.3,0.5,1.8,-1.2,-0.3,-1.6,0.1
298,Caleb Swanigan,2033160,0,22,TOT,27,10.7,0.1,0.0,3.7,0.3,0.1,1.1,1.4,2.4,7.6,0.597,-0.2,0.2,0.0,-6.3,0.2,-6.0,-0.3
299,Trey Burke,2028594,0,27,PHI,25,13.2,1.5,0.42100000000000004,1.4,0.0,0.3,2.1,0.5,5.9,15.4,0.545,0.6,0.2,0.9,0.7,-1.1,-0.5,0.1
300,Kyle O'Quinn,2028594,0,29,PHI,26,9.9,0.9,0.304,3.8,0.8,0.2,1.3,0.7,3.3,18.1,0.541,0.3,0.5,0.8,-0.7,2.2,1.5,0.2
301,Michael Carter-Williams,2028594,0,28,ORL,42,18.4,1.6,0.294,3.3,0.5,1.1,2.4,1.1,7.2,15.7,0.539,0.7,1.1,1.9,-1.3,1.7,0.4,0.5
302,Mike Muscala,2028594,2283034,28,OKC,41,12.0,2.9,0.358,2.3,0.3,0.2,0.8,0.3,4.6,12.2,0.56,0.5,0.5,1.0,-0.1,-0.1,-0.2,0.2
303,Nerlens Noel,2028594,0,25,OKC,55,18.4,0.1,0.33299999999999996,4.9,1.5,1.0,1.0,1.0,7.7,21.7,0.7140000000000001,2.7,2.1,4.8,0.5,3.4,4.0,1.5
304,Troy Daniels,2028594,0,28,TOT,42,10.9,2.7,0.354,1.1,0.1,0.2,0.3,0.2,4.1,8.9,0.524,0.2,0.4,0.7,-1.2,-1.0,-2.2,0.0
305,Ben McLemore,2028594,2283034,26,HOU,63,22.8,6.2,0.395,2.2,0.2,0.6,0.9,0.7,9.8,11.7,0.622,2.1,0.9,3.0,0.0,-0.7,-0.7,0.5
306,Edmond Sumner,2000000,2160000,24,IND,25,13.8,1.5,0.263,1.5,0.3,0.6,1.6,0.8,4.6,10.0,0.485,-0.1,0.4,0.3,-3.6,0.4,-3.1,-0.1
307,Noah Vonleh,2000000,0,24,TOT,33,11.0,0.5,0.2,3.7,0.2,0.3,0.8,0.6,3.8,15.6,0.621,0.6,0.4,1.0,-1.2,0.3,-0.8,0.1
308,Landry Shamet,1995120,2090040,22,LAC,47,27.5,5.7,0.392,1.9,0.2,0.4,1.9,0.8,9.7,9.2,0.599,1.7,1.0,2.7,-1.4,-0.2,-1.6,0.1
309,Mfiondu Kabengele,1977000,2075880,22,LAC,12,5.3,1.7,0.45,0.9,0.2,0.2,0.2,0.2,3.5,18.2,0.614,0.1,0.1,0.2,2.2,-0.1,2.1,0.1
310,Kyle Kuzma,1974600,3562178,24,LAL,54,24.6,4.4,0.297,4.5,0.4,0.4,1.3,1.6,12.5,11.6,0.522,-0.2,1.6,1.4,-2.2,-1.3,-3.5,-0.5
311,Jordan Poole,1964760,2063280,20,GSW,57,22.4,4.6,0.27899999999999997,2.1,0.2,0.6,2.4,1.3,8.8,7.2,0.45399999999999996,-1.6,0.4,-1.2,-4.4,-2.2,-6.6,-1.5
312,Tony Bradley,1962360,3542060,22,UTA,50,10.7,0.0,1.0,4.3,0.5,0.2,0.3,0.5,4.7,21.8,0.675,1.8,0.9,2.7,0.9,0.4,1.3,0.4
313,Keldon Johnson,1950600,2048040,20,SAS,9,10.2,0.6,0.4,1.9,0.1,0.6,0.7,0.3,4.6,16.6,0.579,0.2,0.1,0.2,-0.3,-0.6,-0.9,0.0
314,Derrick White,1948080,3516284,25,SAS,61,24.1,2.6,0.35600000000000004,3.2,0.9,0.6,3.4,1.2,10.4,15.9,0.585,2.5,0.9,3.4,0.7,0.2,0.9,1.1
315,Robert Williams,1937520,2029920,22,BOS,23,14.0,0.0,0.0,4.7,1.2,0.9,1.0,0.9,4.3,19.6,0.6709999999999999,0.6,0.8,1.4,-0.6,4.4,3.8,0.5
316,Josh Hart,1934160,3491159,24,NOP,57,27.4,5.7,0.342,6.5,0.4,1.0,1.6,1.1,10.2,11.7,0.556,1.0,1.7,2.7,-1.2,0.6,-0.6,0.6
317,Jacob Evans,1925880,2017320,22,TOT,29,14.4,1.3,0.33299999999999996,1.4,0.4,0.4,1.1,0.9,4.4,5.5,0.436,-0.7,0.2,-0.5,-5.7,-1.3,-7.0,-0.5
318,DÃ…Â¾anan Musa,1911600,2002800,20,BRK,35,11.5,1.9,0.231,2.0,0.0,0.4,0.9,0.8,4.2,8.4,0.467,-0.4,0.4,0.0,-4.1,-0.7,-4.8,-0.3
319,Omari Spellman,1897800,1988280,22,GSW,49,18.1,2.2,0.391,4.5,0.5,0.7,1.0,1.1,7.6,14.4,0.551,0.5,0.7,1.2,-0.7,-1.0,-1.7,0.1
320,Shabazz Napier,1882867,0,28,TOT,51,24.2,4.4,0.32,2.9,0.2,1.3,5.0,2.2,10.3,14.5,0.555,1.1,0.8,1.9,-0.3,-0.2,-0.5,0.5
321,James Ennis,1882867,2071978,29,TOT,61,17.3,2.3,0.33799999999999997,3.3,0.3,0.5,0.9,0.7,6.0,11.5,0.557,0.9,1.2,2.1,-2.1,-0.3,-2.5,-0.1
322,Tim Frazier,1882867,0,29,DET,27,13.1,1.1,0.33299999999999996,1.2,0.1,0.5,3.4,1.3,3.6,9.8,0.46399999999999997,-0.1,0.2,0.1,-2.9,-1.6,-4.5,-0.2
323,Bruno Caboclo,1845301,0,24,TOT,27,8.1,1.0,0.14300000000000002,2.0,0.6,0.4,0.4,0.3,2.7,13.4,0.455,0.0,0.4,0.3,-2.5,1.1,-1.4,0.0
324,Mario Hezonja,1737145,1882867,24,POR,47,16.3,1.4,0.32799999999999996,3.4,0.2,0.6,0.9,0.8,4.8,9.5,0.532,0.1,0.6,0.7,-3.1,0.2,-2.9,-0.2
325,Emmanuel Mudiay,1737145,0,23,UTA,48,15.7,1.6,0.355,2.4,0.2,0.4,2.2,1.4,7.3,13.7,0.55,0.3,0.8,1.1,-1.2,0.1,-1.1,0.2
326,Raul Neto,1737145,0,27,PHI,49,11.5,1.4,0.39399999999999996,1.1,0.1,0.4,1.6,0.9,4.3,11.5,0.562,0.2,0.6,0.8,-1.8,-0.1,-1.9,0.0
327,JaKarr Sampson,1737145,0,26,IND,26,13.1,0.5,0.154,2.3,0.3,0.3,0.3,0.3,4.2,11.8,0.607,0.4,0.4,0.8,-2.7,0.8,-1.8,0.0
328,Pat Connaughton,1723050,0,27,MIL,61,18.3,2.2,0.321,4.2,0.5,0.3,1.6,0.8,5.1,11.2,0.5579999999999999,0.9,2.1,3.0,-1.1,1.6,0.5,0.7
329,Jahlil Okafor,1702486,0,24,NOP,28,15.1,0.1,0.5,4.3,0.7,0.3,1.3,1.3,7.6,17.8,0.631,0.7,0.4,1.1,-0.8,0.6,-0.2,0.2
330,Rodions Kurucs,1699236,1780152,21,BRK,39,12.8,1.7,0.385,2.5,0.1,0.4,0.8,0.9,4.2,8.4,0.5539999999999999,-0.1,0.6,0.5,-3.9,0.9,-2.9,-0.1
331,Jonah Bolden,1698450,0,24,TOT,7,6.7,0.6,0.0,1.3,0.3,0.4,0.0,0.3,1.4,4.9,0.392,-0.1,0.1,0.0,-8.8,-0.1,-8.9,-0.1
332,Georges Niang,1678854,1783557,26,UTA,58,13.3,3.2,0.41600000000000004,1.9,0.1,0.2,0.6,0.4,5.8,12.4,0.612,1.0,0.7,1.7,0.9,-0.4,0.5,0.5
