,Player,CurrentSalary,UpcomingSalary,Age,Tm,G,MP,3PA,3P%,TRB,BLK,STL,AST,TOV,PTS,PER,TS%,OWS,DWS,WS,OBPM,DBPM,BPM,VORP
333,Cheick Diallo,1678854,1824003,23,PHO,44,10.6,0.0,0.5,2.9,0.3,0.2,0.5,0.7,4.8,16.3,0.688,0.8,0.5,1.3,-1.1,-0.3,-1.4,0.1
334,Dragan Bender,1678854,0,22,TOT,16,17.9,2.7,0.349,4.6,0.6,0.3,1.8,1.3,6.7,11.0,0.545,0.0,0.3,0.3,-3.0,0.1,-2.9,-0.1
335,David Nwaba,1678854,0,27,BRK,20,13.4,1.4,0.429,2.3,0.6,0.6,0.4,0.4,5.2,14.0,0.627,0.4,0.4,0.8,-1.1,2.0,1.0,0.2
336,Treveon Graham,1678854,0,26,TOT,55,16.9,2.2,0.275,2.7,0.1,0.4,0.8,0.5,4.4,6.6,0.456,-0.2,0.4,0.2,-4.5,-1.1,-5.5,-0.8
337,Willy HernangÃƒÂ³mez,1676735,0,25,CHO,31,12.1,0.7,0.22699999999999998,4.3,0.2,0.3,0.9,1.0,6.1,19.2,0.5760000000000001,0.4,0.4,0.8,0.6,-0.5,0.1,0.2
338,Jordan McRae,1645357,0,28,TOT,37,21.2,3.4,0.35700000000000004,3.4,0.4,0.6,2.5,1.2,11.5,14.2,0.515,0.4,0.3,0.7,0.0,-1.6,-1.5,0.1
339,Christian Wood,1645357,0,24,DET,62,21.4,2.3,0.386,6.3,0.9,0.5,1.0,1.4,13.1,23.2,0.659,3.6,1.5,5.1,3.5,-0.3,3.1,1.7
340,Furkan Korkmaz,1620564,1762796,22,PHI,64,21.8,5.0,0.397,2.3,0.2,0.6,1.1,0.8,9.7,11.7,0.5710000000000001,1.0,1.3,2.3,-0.6,-0.9,-1.5,0.2
341,Jordan Bell,1620564,0,25,TOT,29,8.8,0.4,0.33299999999999996,2.8,0.3,0.1,0.6,0.7,3.2,13.9,0.5770000000000001,0.2,0.2,0.4,-1.4,-1.1,-2.5,0.0
342,Justin Patton,1620564,0,22,OKC,5,4.8,0.8,0.25,1.0,0.0,0.0,0.4,0.4,1.8,4.7,0.45,0.0,0.0,0.0,-6.9,-3.3,-10.1,-0.1
343,Royce O'Neale,1618520,8035714,26,UTA,64,29.1,3.3,0.389,5.3,0.4,0.7,2.5,0.8,6.3,9.3,0.584,1.8,2.2,4.0,-1.3,2.1,0.8,1.3
344,Dillon Brooks,1618520,11400000,24,MEM,65,28.5,5.5,0.369,3.3,0.4,0.9,2.0,1.7,15.7,11.1,0.508,-0.3,1.3,1.0,-2.8,-1.5,-4.3,-1.1
345,Wesley Iwundu,1618520,0,25,ORL,45,18.0,1.5,0.313,2.5,0.2,0.6,1.0,0.4,5.3,9.9,0.521,0.6,0.8,1.4,-3.1,0.2,-2.9,-0.2
346,Abdel Nader,1618520,1752950,26,OKC,48,15.8,2.2,0.371,1.9,0.4,0.4,0.7,0.8,6.0,11.2,0.58,0.4,0.7,1.1,-1.1,0.2,-0.8,0.2
347,Damyean Dotson,1618520,0,25,NYK,48,17.4,3.4,0.36200000000000004,1.9,0.1,0.5,1.2,0.4,6.7,10.9,0.527,0.6,0.3,0.9,-0.9,-0.5,-1.4,0.1
348,Frank Jackson,1618520,0,21,NOP,51,12.9,2.4,0.325,1.4,0.1,0.3,0.8,0.8,5.6,7.7,0.5,-0.4,0.3,-0.1,-4.0,-2.0,-6.0,-0.7
349,Sterling Brown,1618520,0,24,MIL,45,14.8,2.5,0.316,3.7,0.2,0.5,1.0,0.8,5.0,9.3,0.478,-0.4,1.3,1.0,-3.1,1.0,-2.0,0.0
350,Dwayne Bacon,1618520,0,24,CHO,39,17.6,1.7,0.284,2.6,0.1,0.6,1.3,0.9,5.7,6.1,0.419,-1.2,0.4,-0.8,-5.9,-0.9,-6.8,-0.8
351,Semi Ojeleye,1618520,1752950,25,BOS,61,14.6,1.6,0.36700000000000005,2.0,0.1,0.3,0.5,0.2,3.1,7.6,0.557,0.8,0.9,1.7,-2.1,0.5,-1.6,0.1
352,Chris Boucher,1588231,0,27,TOR,55,13.2,1.8,0.28300000000000003,4.4,1.0,0.4,0.4,0.4,6.3,19.8,0.57,1.7,1.5,3.2,0.4,1.0,1.4,0.6
353,Malcolm Miller,1588231,0,26,TOR,25,5.0,0.8,0.316,0.6,0.1,0.2,0.3,0.1,0.9,4.7,0.43200000000000005,-0.1,0.2,0.1,-4.3,1.4,-2.9,0.0
354,Monte Morris,1588231,1663861,24,DEN,65,21.6,2.2,0.375,1.7,0.2,0.8,3.5,0.7,8.4,14.9,0.537,2.2,1.2,3.4,0.2,-0.1,0.1,0.8
355,Mitchell Robinson,1559712,1663861,21,NYK,61,23.1,0.0,0.0,7.0,2.0,0.9,0.6,0.6,9.7,23.5,0.726,4.8,2.0,6.8,1.6,1.3,3.0,1.8
356,Vlatko Ã„Å’anÃ„Âar,1517981,898310,22,DEN,14,3.2,0.4,0.16699999999999998,0.7,0.1,0.1,0.2,0.2,1.2,11.4,0.507,0.0,0.0,0.1,-3.5,-1.1,-4.5,0.0
357,Isaiah Roby,1500000,1517981,21,OKC,3,3.7,0.0,0.0,0.7,0.0,0.0,0.0,0.3,0.0,-7.7,0.0,-0.1,0.0,0.0,-12.0,-3.5,-15.5,0.0
358,Nigel Williams-Goss,1500000,1517981,25,UTA,9,3.1,0.2,0.0,0.6,0.1,0.1,0.6,0.2,0.4,5.7,0.254,-0.1,0.0,0.0,-5.1,1.1,-3.9,0.0
359,Shake Milton,1445697,1701593,23,PHI,32,19.1,3.3,0.45299999999999996,2.1,0.2,0.6,2.2,1.2,9.5,15.2,0.633,1.1,0.6,1.7,0.3,-0.6,-0.3,0.3
360,Thanasis Antetokounmpo,1445697,1701593,27,MIL,18,5.2,0.4,0.0,1.1,0.1,0.3,0.5,0.6,2.5,14.2,0.528,0.0,0.2,0.2,-4.0,1.7,-2.3,0.0
361,Amile Jefferson,1445697,0,26,ORL,18,4.1,0.0,0.0,1.3,0.2,0.1,0.2,0.2,0.8,8.9,0.37200000000000005,0.0,0.1,0.0,-4.9,-1.0,-5.9,-0.1
362,Theo Pinson,1445697,1701593,24,BRK,33,11.1,2.4,0.188,1.6,0.1,0.5,1.7,1.0,3.6,5.2,0.37,-1.0,0.5,-0.6,-6.9,-0.2,-7.1,-0.5
363,Brad Wanamaker,1445697,0,30,BOS,63,19.3,1.4,0.36700000000000005,2.0,0.2,0.8,2.5,1.1,6.6,11.8,0.56,1.2,1.5,2.7,-2.5,1.2,-1.3,0.2
364,Derrick Walton,1445697,0,24,TOT,26,9.5,0.9,0.41700000000000004,0.6,0.0,0.3,1.0,0.2,2.0,8.7,0.617,0.4,0.2,0.6,-2.3,1.3,-1.1,0.1
365,Ryan Broekhoff,1443842,0,29,DAL,17,10.6,3.0,0.392,2.5,0.2,0.3,0.6,0.4,4.2,13.1,0.568,0.2,0.2,0.4,0.4,0.4,0.9,0.1
366,Isaac Bonga,1416852,1663861,20,WAS,58,17.7,0.9,0.4,3.2,0.4,0.6,1.1,0.7,4.6,10.7,0.627,1.3,0.4,1.7,-2.4,0.0,-2.4,-0.1
367,Chimezie Metu,1416852,1663861,22,SAS,16,4.6,0.1,0.0,1.6,0.3,0.1,0.4,0.3,2.9,25.4,0.597,0.2,0.1,0.2,3.8,-0.8,3.0,0.1
368,Jevon Carter,1416852,0,24,PHO,50,15.1,2.3,0.39299999999999996,2.0,0.3,0.8,1.3,0.6,4.6,10.4,0.535,0.3,0.7,1.1,-1.6,1.0,-0.6,0.3
369,Elie Okobo,1416852,1663861,22,PHO,54,13.1,1.3,0.35200000000000004,1.6,0.1,0.4,2.1,0.7,4.0,10.5,0.511,0.4,0.5,0.9,-2.0,-0.1,-2.1,0.0
370,Melvin Frazier,1416852,1663861,23,ORL,15,3.4,0.5,0.5710000000000001,0.3,0.1,0.3,0.1,0.2,1.2,7.5,0.48,-0.1,0.1,0.0,-6.0,1.5,-4.5,0.0
371,Deonte Burton,1416852,1663861,26,OKC,34,8.4,1.4,0.217,1.4,0.3,0.1,0.3,0.4,2.8,5.9,0.426,-0.6,0.3,-0.3,-5.5,-0.4,-5.8,-0.3
372,Hamidou Diallo,1416852,1663861,21,OKC,38,18.4,0.9,0.2,3.2,0.2,0.7,0.6,1.0,6.1,8.4,0.488,-0.6,0.8,0.2,-5.0,0.3,-4.8,-0.5
373,Kenrich Williams,1416852,0,25,NOP,35,22.3,2.7,0.26,5.1,0.6,0.7,1.5,0.6,3.8,7.6,0.43,0.1,0.8,0.8,-3.3,1.0,-2.3,-0.1
374,Jarred Vanderbilt,1416852,1663861,20,TOT,11,4.2,0.1,0.0,0.8,0.1,0.3,0.2,0.6,1.1,7.6,0.6759999999999999,-0.1,0.1,0.0,-6.6,0.6,-5.9,0.0
375,Duncan Robinson,1416852,1663861,25,MIA,65,30.0,8.4,0.44799999999999995,3.3,0.2,0.5,1.4,0.9,13.3,12.8,0.6779999999999999,3.2,1.5,4.7,1.2,-0.9,0.3,1.1
376,Kendrick Nunn,1416852,1663861,24,MIA,62,29.8,5.8,0.36200000000000004,2.7,0.2,0.8,3.4,1.6,15.6,13.5,0.545,1.0,1.4,2.4,-0.7,-1.3,-2.0,0.0
377,De'Anthony Melton,1416852,0,21,MEM,52,19.4,2.3,0.316,3.7,0.3,1.3,3.0,1.5,8.1,14.6,0.525,0.4,1.4,1.8,-1.6,1.8,0.3,0.6
378,Alize Johnson,1416852,0,23,IND,13,4.2,0.0,0.0,1.4,0.0,0.0,0.2,0.2,1.4,10.8,0.51,0.0,0.1,0.1,-3.2,-1.6,-4.8,0.0
379,Isaiah Hartenstein,1416852,1663861,21,HOU,23,11.6,0.2,0.0,3.9,0.5,0.4,0.8,0.7,4.7,18.7,0.674,0.7,0.4,1.1,-0.9,1.3,0.4,0.2
380,Sviatoslav Mykhailiuk,1416852,1663861,22,DET,56,22.6,5.1,0.40399999999999997,1.9,0.1,0.7,1.9,1.1,9.0,11.2,0.578,1.0,0.6,1.6,-0.7,-1.2,-1.8,0.0
381,Bruce Brown,1416852,1663861,23,DET,58,28.2,1.7,0.344,4.7,0.5,1.1,4.0,1.7,8.9,11.9,0.518,0.8,1.4,2.1,-2.0,0.8,-1.2,0.3
382,Keita Bates-Diop,1416852,1663861,24,TOT,39,17.1,2.4,0.33,2.9,0.5,0.4,0.8,0.4,6.6,12.6,0.541,0.6,0.5,1.1,-0.8,-0.1,-0.8,0.2
383,Devonte' Graham,1416852,1663861,24,CHO,63,35.1,9.3,0.373,3.4,0.2,1.0,7.5,2.9,18.2,15.8,0.537,2.5,0.9,3.4,2.6,-2.1,0.5,1.4
384,Jalen Brunson,1416582,1663861,23,DAL,57,17.9,2.1,0.358,2.4,0.1,0.4,3.3,1.2,8.2,15.0,0.5529999999999999,1.6,0.7,2.3,0.1,-0.9,-0.8,0.3
385,Bruno Fernando,1400000,1517981,21,ATL,56,12.7,0.7,0.135,3.5,0.3,0.3,0.9,0.8,4.3,11.9,0.542,0.4,0.4,0.8,-3.2,-1.0,-4.1,-0.4
386,Jaylen Nowell,1400000,1517981,20,MIN,15,10.1,1.7,0.115,0.9,0.1,0.2,1.3,0.2,3.8,10.5,0.47100000000000003,0.1,0.0,0.2,-2.9,-0.8,-3.7,-0.1
387,Alfonzo McKinnie,1361046,1762796,27,CLE,40,14.8,1.6,0.215,2.8,0.2,0.6,0.4,0.7,4.6,8.7,0.493,-0.2,0.3,0.2,-4.4,-0.9,-5.3,-0.5
388,Carsen Edwards,1228026,1517981,21,BOS,35,9.0,1.9,0.309,1.2,0.1,0.3,0.6,0.4,3.0,6.5,0.446,-0.3,0.4,0.1,-4.6,-0.3,-4.9,-0.2
389,Cody Martin,1173310,1517981,24,CHO,48,18.8,1.6,0.23399999999999999,3.3,0.2,0.8,2.0,0.9,5.0,10.5,0.505,0.2,0.8,1.0,-3.1,1.0,-2.1,0.0
390,Terance Mann,1000000,1517984,23,LAC,35,7.7,0.3,0.25,0.9,0.1,0.2,1.1,0.4,1.6,7.1,0.47200000000000003,0.0,0.3,0.3,-4.7,1.2,-3.5,-0.1
391,Admiral Schofield,898310,1517981,22,WAS,27,10.9,1.7,0.298,1.3,0.1,0.3,0.5,0.3,3.1,6.8,0.514,0.1,0.0,0.1,-4.2,-1.1,-5.3,-0.2
392,KZ Okpala,898310,1517981,20,MIA,5,5.2,0.2,0.0,1.0,0.2,0.4,0.2,0.2,1.4,13.7,0.595,0.0,0.0,0.1,-1.2,4.0,2.7,0.0
393,Eric Paschall,898310,1517981,23,GSW,60,27.6,2.2,0.287,4.6,0.2,0.5,2.1,1.6,14.0,14.5,0.5710000000000001,1.6,0.5,2.1,-0.7,-2.0,-2.7,-0.3
394,Nicolas Claxton,898310,1517981,20,BRK,15,12.5,0.5,0.14300000000000002,2.9,0.5,0.1,1.1,0.6,4.4,14.9,0.5770000000000001,0.3,0.2,0.5,-0.7,0.0,-0.7,0.1
395,Justin James,898310,1517981,23,SAC,34,6.4,0.8,0.34600000000000003,0.9,0.3,0.2,0.5,0.2,2.5,11.5,0.48700000000000004,0.0,0.2,0.2,-1.0,0.2,-0.7,0.1
396,Jalen Lecque,898310,1517981,19,PHO,4,6.5,1.0,0.0,0.0,0.0,0.0,0.5,0.3,2.5,5.0,0.46,0.0,0.0,0.0,-5.7,-3.6,-9.3,0.0
397,Ignas Brazdeikis,898310,1517981,21,NYK,9,5.9,1.0,0.111,0.6,0.1,0.0,0.4,0.2,1.9,3.3,0.35100000000000003,-0.1,0.0,-0.1,-5.0,-3.9,-8.9,-0.1
398,Talen Horton-Tucker,898310,1517981,19,LAL,2,2.5,0.5,0.0,0.0,0.0,0.5,1.0,0.0,0.0,14.8,0.0,0.0,0.0,0.0,0.6,7.2,7.8,0.0
399,Daniel Gafford,898310,1517981,21,CHI,43,14.2,0.0,0.0,2.5,1.3,0.3,0.5,0.7,5.1,16.2,0.6859999999999999,1.1,0.8,1.8,-2.8,1.5,-1.3,0.1
400,Alen SmailagiÃ„â€¡,898310,1517981,19,GSW,14,9.9,0.9,0.231,1.9,0.3,0.2,0.9,0.8,4.2,14.5,0.61,0.2,0.1,0.2,-1.3,-0.8,-2.1,0.0
401,Matt Thomas,898310,1517981,25,TOR,33,9.7,2.3,0.467,1.5,0.0,0.2,0.5,0.4,4.5,13.6,0.65,0.5,0.4,0.9,1.0,0.4,1.4,0.3
402,Miye Oni,898310,1517981,22,UTA,5,2.2,0.2,0.0,0.4,0.0,0.0,0.0,0.2,0.0,-9.9,0.0,-0.1,0.0,-0.1,-12.7,-4.6,-17.3,0.0
403,Dewan Hernandez,898310,1517981,23,TOR,4,2.8,0.3,0.0,1.8,0.0,0.3,0.0,0.3,1.0,4.2,0.34,0.0,0.0,0.0,-18.3,-3.0,-21.3,-0.1
404,Terence Davis,898310,1517981,22,TOR,64,17.0,3.5,0.396,3.4,0.2,0.5,1.7,1.0,7.7,14.5,0.598,1.4,1.6,3.0,0.7,0.6,1.3,0.9
405,Wenyen Gabriel,898310,0,22,TOT,28,7.5,0.7,0.3,1.6,0.2,0.4,0.3,0.6,2.1,9.6,0.547,0.0,0.2,0.2,-3.9,0.0,-3.9,-0.1
406,Naz Reid,898310,1517981,20,MIN,30,16.5,3.2,0.33,4.1,0.7,0.6,1.2,0.7,9.0,15.3,0.505,0.2,0.6,0.8,-1.6,-0.3,-1.9,0.0
407,Jalen McDaniels,898310,1517981,22,CHO,16,18.3,1.5,0.375,4.1,0.2,0.5,0.8,0.7,5.6,10.7,0.574,0.2,0.2,0.5,-3.3,0.0,-3.3,-0.1
408,Caleb Martin,898310,1517981,24,CHO,18,17.6,2.1,0.541,2.1,0.4,0.7,1.3,0.8,6.2,12.0,0.595,0.3,0.2,0.5,-1.6,0.5,-1.0,0.1
409,Shaquille Harrison,898310,0,26,CHI,43,11.3,1.0,0.381,2.0,0.4,0.8,1.1,0.4,4.9,17.8,0.5589999999999999,0.8,0.8,1.5,0.4,2.4,2.8,0.6
410,Javonte Green,898310,1517981,26,BOS,44,9.4,0.5,0.261,1.8,0.2,0.5,0.5,0.4,2.9,12.3,0.5579999999999999,0.3,0.7,1.0,-2.4,1.8,-0.6,0.1
411,Damion Lee,842327,1762796,27,GSW,49,29.0,4.9,0.35600000000000004,4.9,0.1,1.0,2.7,1.4,12.7,12.7,0.5479999999999999,0.9,0.8,1.7,-1.5,-0.8,-2.3,-0.1
412,Khyri Thomas,838464,1663861,23,DET,8,7.6,1.8,0.35700000000000004,0.1,0.0,0.4,0.4,0.4,2.1,3.2,0.45299999999999996,-0.1,0.0,0.0,-6.1,-1.8,-7.9,-0.1
413,Marquese Chriss,758804,0,22,GSW,59,20.3,0.7,0.205,6.2,1.1,0.7,1.9,1.3,9.3,19.4,0.604,2.1,1.3,3.4,0.1,0.5,0.6,0.8
414,Juwan Morgan,746054,0,22,UTA,16,4.6,0.3,0.2,1.2,0.1,0.0,0.1,0.2,1.2,8.8,0.5589999999999999,0.0,0.1,0.1,-2.9,-0.4,-3.3,0.0
415,Gary Clark,708426,0,25,TOT,35,12.1,2.5,0.326,2.4,0.4,0.1,0.4,0.1,3.2,10.3,0.534,0.5,0.4,0.9,-1.1,-1.1,-2.2,0.0
416,TimothÃƒÂ© Luwawu-Cabarrot,654468,1824003,24,BRK,39,17.2,2.8,0.358,2.3,0.2,0.4,0.6,0.8,6.3,8.9,0.563,0.4,0.6,1.0,-3.0,-0.2,-3.2,-0.2
417,Rayjon Tucker,578573,1517981,22,UTA,14,5.6,0.4,0.0,0.9,0.0,0.1,0.1,0.2,1.4,4.5,0.44799999999999995,-0.1,0.1,0.0,-6.7,-1.2,-7.9,-0.1
418,Chris Clemons,568422,1517981,22,HOU,29,8.7,3.2,0.35100000000000003,0.8,0.2,0.2,0.8,0.6,4.9,12.6,0.546,0.1,0.2,0.2,0.4,-1.7,-1.3,0.1
419,Brandon Goodwin,522738,1701593,24,ATL,34,12.6,2.6,0.299,2.1,0.1,0.4,1.5,0.9,6.1,11.7,0.507,-0.1,0.2,0.1,-1.5,-1.3,-2.9,-0.1
420,AnÃ…Â¾ejs PaseÃ„ÂÃ…â€ iks,482144,0,24,WAS,24,16.9,0.1,0.0,4.1,0.5,0.3,0.7,0.9,6.0,11.6,0.555,0.3,0.2,0.5,-3.8,-1.6,-5.4,-0.3
421,Chris Silva,466918,1517981,23,MIA,41,7.5,0.0,0.0,2.7,0.4,0.2,0.5,0.8,2.9,17.2,0.6629999999999999,0.7,0.5,1.1,-3.4,0.9,-2.5,0.0
422,Iman Shumpert,419443,0,29,BRK,13,18.5,2.5,0.242,2.6,0.2,0.9,0.9,0.8,4.2,5.3,0.40299999999999997,-0.3,0.3,0.0,-6.4,0.8,-5.6,-0.2
423,Max Strus,415414,0,23,CHI,2,3.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,2.5,30.7,0.727,0.0,0.0,0.0,5.4,-1.0,4.4,0.0
424,Justin Robinson,395866,0,22,WAS,9,5.4,0.6,0.6,0.6,0.1,0.0,0.8,0.3,1.4,8.2,0.542,0.0,0.0,0.0,-2.6,-3.1,-5.7,0.0
425,Norvel Pelle,350189,0,26,PHI,20,8.9,0.0,0.0,3.0,1.3,0.1,0.4,0.7,2.1,11.2,0.521,-0.1,0.4,0.3,-7.1,3.1,-4.1,-0.1
426,Ky Bowman,350189,1517981,22,GSW,45,22.6,2.4,0.308,2.7,0.2,1.0,2.9,1.6,7.4,9.2,0.494,-0.6,0.6,-0.1,-4.0,-0.3,-4.3,-0.6
427,Juan Toscano-Anderson,350189,1517981,26,GSW,13,20.9,1.8,0.348,4.0,0.4,1.0,2.0,1.2,5.3,9.4,0.529,-0.1,0.2,0.2,-3.9,0.4,-3.5,-0.1
428,Stanton Kidd,250000,0,27,UTA,4,3.8,0.3,0.0,0.8,0.0,0.0,0.3,0.5,0.0,-13.7,0.0,-0.1,0.0,-0.1,-15.6,-1.3,-16.9,-0.1
429,Mychal Mulder,187782,1517981,25,GSW,7,29.1,7.4,0.308,3.3,0.1,0.3,1.1,0.7,11.0,7.8,0.5329999999999999,0.1,0.0,0.1,-3.3,-2.9,-6.1,-0.2
430,Joe Chealey,163356,0,24,CHO,4,8.3,1.0,0.0,0.0,0.0,1.0,0.3,0.5,0.5,-2.8,0.127,-0.2,0.0,-0.1,-14.3,1.7,-12.6,-0.1
431,Johnathan Williams,106181,0,24,WAS,11,12.3,0.2,0.0,3.9,0.5,0.1,0.5,0.4,3.2,14.4,0.643,0.3,0.1,0.3,-0.5,-1.3,-1.8,0.0
432,Tyler Cook,101504,0,22,CLE,11,3.2,0.0,0.0,0.9,0.0,0.1,0.1,0.1,1.7,23.8,0.752,0.2,0.0,0.2,3.0,-0.6,2.4,0.0
433,Donta Hall,101504,0,22,DET,4,12.0,0.0,0.0,3.8,0.3,0.3,0.5,0.5,1.5,7.3,0.452,0.0,0.0,0.1,-5.6,-1.4,-7.1,-0.1
434,Justin Anderson,98144,0,26,BRK,3,5.7,1.0,0.0,0.7,0.3,0.0,0.0,0.0,1.0,-3.8,0.218,-0.1,0.0,-0.1,-12.8,-2.3,-15.1,-0.1
435,Jeremy Pargo,91557,0,33,GSW,3,14.7,2.3,0.429,1.0,0.0,0.3,2.7,1.3,8.3,12.7,0.557,0.0,0.0,0.0,-2.8,-3.1,-5.9,0.0
436,Chasson Randle,91557,0,26,GSW,3,13.3,0.7,0.0,0.7,0.0,0.7,1.7,0.0,1.7,6.7,0.377,0.0,0.0,0.0,-5.9,0.1,-5.8,0.0
437,Josh Magette,81678,0,30,ORL,8,4.8,0.5,0.25,0.8,0.1,0.4,0.6,0.6,1.5,5.1,0.37799999999999995,-0.2,0.1,-0.1,-8.0,1.6,-6.4,0.0
438,Jarrod Uthoff,81678,0,26,MEM,4,3.5,1.0,0.0,0.3,0.0,0.3,0.0,0.0,1.0,-0.1,0.254,-0.1,0.0,0.0,-11.0,-2.5,-13.5,0.0
439,Dusty Hannahs,81678,0,26,MEM,2,6.5,1.5,0.667,0.5,0.0,0.0,0.0,0.0,6.0,21.3,0.607,0.0,0.0,0.0,5.2,-2.1,3.1,0.0
440,J.P. Macura,81678,0,24,CLE,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.1,-1.2,-6.3,0.0
441,Eric Mika,50752,0,25,SAC,1,19.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,6.0,14.0,0.773,0.1,0.0,0.1,-2.2,-0.9,-3.1,0.0
442,Zach Norvell,50752,0,22,TOT,5,8.2,1.6,0.375,1.2,0.0,0.4,0.6,0.6,2.0,2.6,0.402,-0.1,0.0,-0.1,-7.1,-1.2,-8.3,-0.1
443,Malik Newman,50752,0,22,CLE,1,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,-11.3,0.34700000000000003,0.0,0.0,0.0,-14.5,-11.3,-25.9,0.0
444,Marques Bolden,50752,0,21,CLE,1,3.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,19.8,0.0,0.0,0.0,0.0,-5.8,11.3,5.5,0.0
445,Paul Watson,50752,0,25,TOT,5,5.0,0.8,0.0,0.8,0.2,0.2,1.0,0.0,0.2,-0.5,0.055999999999999994,-0.1,0.0,-0.1,-8.0,0.8,-7.3,0.0
446,William Howard,50000,0,26,HOU,2,6.5,2.0,0.0,1.0,0.0,0.0,0.5,0.5,0.0,-12.7,0.0,-0.1,0.0,-0.1,-14.9,-5.7,-20.7,-0.1
